"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MKD","PPP","TOT","NATUSD","A","2007",19.537309,
"MKD","PPP","TOT","NATUSD","A","2008",19.263867,
"MKD","PPP","TOT","NATUSD","A","2009",18.3506,
"MKD","PPP","TOT","NATUSD","A","2010",18.716029,
"MKD","PPP","TOT","NATUSD","A","2011",19.28963,
"MKD","PPP","TOT","NATUSD","A","2012",19.003518,
"MKD","PPP","TOT","NATUSD","A","2013",19.105349,
"MKD","PPP","TOT","NATUSD","A","2014",18.99581,
"MKD","PPP","TOT","NATUSD","A","2015",19.44068,
"MKD","PPP","TOT","NATUSD","A","2016",18.958641,
"MKD","PPP","TOT","NATUSD","A","2017",18.970176,
"MKD","PPP","TOT","NATUSD","A","2018",19.031017,
"MKD","PPP","TOT","NATUSD","A","2019",18.819007,
"MKD","PPP","TOT","NATUSD","A","2020",18.829369,
"ZMB","PPP","TOT","NATUSD","A","1990",0.009556,
"ZMB","PPP","TOT","NATUSD","A","1991",0.017808,
"ZMB","PPP","TOT","NATUSD","A","1992",0.046233,
"ZMB","PPP","TOT","NATUSD","A","1993",0.110044,
"ZMB","PPP","TOT","NATUSD","A","1994",0.194737,
"ZMB","PPP","TOT","NATUSD","A","1995",0.249124,
"ZMB","PPP","TOT","NATUSD","A","1996",0.304214,
"ZMB","PPP","TOT","NATUSD","A","1997",0.375025,
"ZMB","PPP","TOT","NATUSD","A","1998",0.43355,
"ZMB","PPP","TOT","NATUSD","A","1999",0.503983,
"ZMB","PPP","TOT","NATUSD","A","2000",0.653737,
"ZMB","PPP","TOT","NATUSD","A","2001",0.801751,
"ZMB","PPP","TOT","NATUSD","A","2002",0.942313,
"ZMB","PPP","TOT","NATUSD","A","2003",1.088027,
"ZMB","PPP","TOT","NATUSD","A","2004",1.268403,
"ZMB","PPP","TOT","NATUSD","A","2005",1.434898,
"ZMB","PPP","TOT","NATUSD","A","2006",1.595288,
"ZMB","PPP","TOT","NATUSD","A","2007",1.755055,
"ZMB","PPP","TOT","NATUSD","A","2008",1.904747,
"ZMB","PPP","TOT","NATUSD","A","2009",1.995433,
"ZMB","PPP","TOT","NATUSD","A","2010",2.247623,
"ZMB","PPP","TOT","NATUSD","A","2011",2.446346,
"ZMB","PPP","TOT","NATUSD","A","2012",2.646239,
"ZMB","PPP","TOT","NATUSD","A","2013",2.828945,
"ZMB","PPP","TOT","NATUSD","A","2014",3.06475,
"ZMB","PPP","TOT","NATUSD","A","2015",3.365914,
"ZMB","PPP","TOT","NATUSD","A","2016",3.877613,
"ZMB","PPP","TOT","NATUSD","A","2017",4.19258,
"ZMB","PPP","TOT","NATUSD","A","2018",4.474701,
"HKG","PPP","TOT","NATUSD","A","1990",5.749765,
"HKG","PPP","TOT","NATUSD","A","1991",6.070044,
"HKG","PPP","TOT","NATUSD","A","1992",6.522303,
"HKG","PPP","TOT","NATUSD","A","1993",6.920116,
"HKG","PPP","TOT","NATUSD","A","1994",7.203724,
"HKG","PPP","TOT","NATUSD","A","1995",7.347854,
"HKG","PPP","TOT","NATUSD","A","1996",7.640277,
"HKG","PPP","TOT","NATUSD","A","1997",7.943404,
"HKG","PPP","TOT","NATUSD","A","1998",7.950824,
"HKG","PPP","TOT","NATUSD","A","1999",7.516664,
"HKG","PPP","TOT","NATUSD","A","2000",7.102746,
"HKG","PPP","TOT","NATUSD","A","2001",6.827004,
"HKG","PPP","TOT","NATUSD","A","2002",6.492071,
"HKG","PPP","TOT","NATUSD","A","2003",5.990789,
"HKG","PPP","TOT","NATUSD","A","2004",5.624248,
"HKG","PPP","TOT","NATUSD","A","2005",5.446159,
"HKG","PPP","TOT","NATUSD","A","2006",5.25792,
"HKG","PPP","TOT","NATUSD","A","2007",5.281026,
"HKG","PPP","TOT","NATUSD","A","2008",5.246647,
"HKG","PPP","TOT","NATUSD","A","2009",5.187401,
"HKG","PPP","TOT","NATUSD","A","2010",5.141533,
"HKG","PPP","TOT","NATUSD","A","2011",5.232639,
"HKG","PPP","TOT","NATUSD","A","2012",5.454186,
"HKG","PPP","TOT","NATUSD","A","2013",5.547488,
"HKG","PPP","TOT","NATUSD","A","2014",5.707185,
"HKG","PPP","TOT","NATUSD","A","2015",5.83122,
"HKG","PPP","TOT","NATUSD","A","2016",5.931908,
"HKG","PPP","TOT","NATUSD","A","2017",6.011433,
"HKG","PPP","TOT","NATUSD","A","2018",6.082646,
"MDG","PPP","TOT","NATUSD","A","1990",65.446187,
"MDG","PPP","TOT","NATUSD","A","1991",71.461848,
"MDG","PPP","TOT","NATUSD","A","1992",79.941301,
"MDG","PPP","TOT","NATUSD","A","1993",87.525696,
"MDG","PPP","TOT","NATUSD","A","1994",121.39075,
"MDG","PPP","TOT","NATUSD","A","1995",172.548403,
"MDG","PPP","TOT","NATUSD","A","1996",199.673293,
"MDG","PPP","TOT","NATUSD","A","1997",210.604843,
"MDG","PPP","TOT","NATUSD","A","1998",225.831132,
"MDG","PPP","TOT","NATUSD","A","1999",244.243461,
"MDG","PPP","TOT","NATUSD","A","2000",256.183095,
"MDG","PPP","TOT","NATUSD","A","2001",268.901967,
"MDG","PPP","TOT","NATUSD","A","2002",305.152296,
"MDG","PPP","TOT","NATUSD","A","2003",307.871065,
"MDG","PPP","TOT","NATUSD","A","2004",342.682618,
"MDG","PPP","TOT","NATUSD","A","2005",393.213503,
"MDG","PPP","TOT","NATUSD","A","2006",425.439251,
"MDG","PPP","TOT","NATUSD","A","2007",527.175242,
"MDG","PPP","TOT","NATUSD","A","2008",555.829546,
"MDG","PPP","TOT","NATUSD","A","2009",589.84716,
"MDG","PPP","TOT","NATUSD","A","2010",642.632653,
"MDG","PPP","TOT","NATUSD","A","2011",694.862671,
"MDG","PPP","TOT","NATUSD","A","2012",741.047607,
"MDG","PPP","TOT","NATUSD","A","2013",776.217163,
"MDG","PPP","TOT","NATUSD","A","2014",823.655884,
"MDG","PPP","TOT","NATUSD","A","2015",886.092041,
"MDG","PPP","TOT","NATUSD","A","2016",940.873291,
"MDG","PPP","TOT","NATUSD","A","2017",1013.434631,
"MDG","PPP","TOT","NATUSD","A","2018",1064.35146,
"MAR","PPP","TOT","NATUSD","A","1990",3.899568,
"MAR","PPP","TOT","NATUSD","A","1991",3.975558,
"MAR","PPP","TOT","NATUSD","A","1992",4.065307,
"MAR","PPP","TOT","NATUSD","A","1993",4.091743,
"MAR","PPP","TOT","NATUSD","A","1994",4.03245,
"MAR","PPP","TOT","NATUSD","A","1995",4.247372,
"MAR","PPP","TOT","NATUSD","A","1996",4.189164,
"MAR","PPP","TOT","NATUSD","A","1997",4.14753,
"MAR","PPP","TOT","NATUSD","A","1998",4.117418,
"MAR","PPP","TOT","NATUSD","A","1999",4.081933,
"MAR","PPP","TOT","NATUSD","A","2000",3.963041,
"MAR","PPP","TOT","NATUSD","A","2001",3.903277,
"MAR","PPP","TOT","NATUSD","A","2002",3.888936,
"MAR","PPP","TOT","NATUSD","A","2003",3.858602,
"MAR","PPP","TOT","NATUSD","A","2004",3.803255,
"MAR","PPP","TOT","NATUSD","A","2005",3.732276,
"MAR","PPP","TOT","NATUSD","A","2006",3.678727,
"MAR","PPP","TOT","NATUSD","A","2007",3.711284,
"MAR","PPP","TOT","NATUSD","A","2008",3.805403,
"MAR","PPP","TOT","NATUSD","A","2009",3.782161,
"MAR","PPP","TOT","NATUSD","A","2010",3.775071,
"MAR","PPP","TOT","NATUSD","A","2011",3.672276,
"MAR","PPP","TOT","NATUSD","A","2012",3.757054,
"MAR","PPP","TOT","NATUSD","A","2013",3.8147,
"MAR","PPP","TOT","NATUSD","A","2014",3.970819,
"MAR","PPP","TOT","NATUSD","A","2015",3.993365,
"MAR","PPP","TOT","NATUSD","A","2016",4.017611,
"MAR","PPP","TOT","NATUSD","A","2017",4.02344,
"MAR","PPP","TOT","NATUSD","A","2018",3.969633,
"SGP","PPP","TOT","NATUSD","A","1990",0.969883,
"SGP","PPP","TOT","NATUSD","A","1991",0.979767,
"SGP","PPP","TOT","NATUSD","A","1992",0.971231,
"SGP","PPP","TOT","NATUSD","A","1993",0.981515,
"SGP","PPP","TOT","NATUSD","A","1994",0.994253,
"SGP","PPP","TOT","NATUSD","A","1995",1.004526,
"SGP","PPP","TOT","NATUSD","A","1996",1.001322,
"SGP","PPP","TOT","NATUSD","A","1997",0.994995,
"SGP","PPP","TOT","NATUSD","A","1998",0.970889,
"SGP","PPP","TOT","NATUSD","A","1999",0.922779,
"SGP","PPP","TOT","NATUSD","A","2000",0.937466,
"SGP","PPP","TOT","NATUSD","A","2001",0.900684,
"SGP","PPP","TOT","NATUSD","A","2002",0.87878,
"SGP","PPP","TOT","NATUSD","A","2003",0.847337,
"SGP","PPP","TOT","NATUSD","A","2004",0.858735,
"SGP","PPP","TOT","NATUSD","A","2005",0.848679,
"SGP","PPP","TOT","NATUSD","A","2006",0.838954,
"SGP","PPP","TOT","NATUSD","A","2007",0.865344,
"SGP","PPP","TOT","NATUSD","A","2008",0.837067,
"SGP","PPP","TOT","NATUSD","A","2009",0.855332,
"SGP","PPP","TOT","NATUSD","A","2010",0.854802,
"SGP","PPP","TOT","NATUSD","A","2011",0.846738,
"SGP","PPP","TOT","NATUSD","A","2012",0.845866,
"SGP","PPP","TOT","NATUSD","A","2013",0.858802,
"SGP","PPP","TOT","NATUSD","A","2014",0.86406,
"SGP","PPP","TOT","NATUSD","A","2015",0.879622,
"SGP","PPP","TOT","NATUSD","A","2016",0.878245,
"SGP","PPP","TOT","NATUSD","A","2017",0.88598,
"SGP","PPP","TOT","NATUSD","A","2018",0.881417,
"EU27_2020","PPP","TOT","NATUSD","A","1995",0.839594,
"EU27_2020","PPP","TOT","NATUSD","A","1996",0.84948,
"EU27_2020","PPP","TOT","NATUSD","A","1997",0.836978,
"EU27_2020","PPP","TOT","NATUSD","A","1998",0.832079,
"EU27_2020","PPP","TOT","NATUSD","A","1999",0.835568,
"EU27_2020","PPP","TOT","NATUSD","A","2000",0.8303,
"EU27_2020","PPP","TOT","NATUSD","A","2001",0.827453,
"EU27_2020","PPP","TOT","NATUSD","A","2002",0.819625,
"EU27_2020","PPP","TOT","NATUSD","A","2003",0.821809,
"EU27_2020","PPP","TOT","NATUSD","A","2004",0.817664,
"EU27_2020","PPP","TOT","NATUSD","A","2005",0.818883,
"EU27_2020","PPP","TOT","NATUSD","A","2006",0.795897,
"EU27_2020","PPP","TOT","NATUSD","A","2007",0.790493,
"EU27_2020","PPP","TOT","NATUSD","A","2008",0.775897,
"EU27_2020","PPP","TOT","NATUSD","A","2009",0.754471,
"EU27_2020","PPP","TOT","NATUSD","A","2010",0.756273,
"EU27_2020","PPP","TOT","NATUSD","A","2011",0.745419,
"EU27_2020","PPP","TOT","NATUSD","A","2012",0.73873,
"EU27_2020","PPP","TOT","NATUSD","A","2013",0.721411,
"EU27_2020","PPP","TOT","NATUSD","A","2014",0.716501,
"EU27_2020","PPP","TOT","NATUSD","A","2015",0.718871,
"EU27_2020","PPP","TOT","NATUSD","A","2016",0.694376,
"EU27_2020","PPP","TOT","NATUSD","A","2017",0.6867,
"EU27_2020","PPP","TOT","NATUSD","A","2018",0.677999,
"EU27_2020","PPP","TOT","NATUSD","A","2019",0.67163,
"EU27_2020","PPP","TOT","NATUSD","A","2020",0.668092,
